Estimates of Group Quarter Population for Census Tracts,,,,,,,,,,,,,,,,,,,,,,,,
"Washington State Office of Financial Management, Small Area Estimate Program (SAEP)",,,,,,,,,,,,,,,,,,,,,,,,
.,,,,,,,,,,,,,,,,,,,,,,,,
By using these data the user agrees that the Washington State Office of Financial Management shall not be liable for any activity involving these data with regard to lost profits,,,,,,,,,,,,,,,,,,,,,,,,
"or savings or any other consequential damages; or the fitness for use of the data for a particular purpose; or the installation of the data, its use, or the results obtained.",,,,,,,,,,,,,,,,,,,,,,,,
.,,,,,,,,,,,,,,,,,,,,,,,,
"Estimates are approximations, use these data with caution. The estimates in these tables are typically presented for very small areas. To increase statistical stability,",,,,,,,,,,,,,,,,,,,,,,,,
"we recommend that users aggregate small area populations into larger geographic units of about 4,300 people, the size of the average census tract. Some changes",,,,,,,,,,,,,,,,,,,,,,,,
to the 2020 census data were made to ensure reliability. This table includes the 2020 census data from the Public Law 94-171 and OFM’s adjusted 2020 figures,,,,,,,,,,,,,,,,,,,,,,,,
so users can compare the values. All estimates are based on OFM adjusted figures. See the SAEP User Guide for more information.,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
County Name,State Code FIPS,County Code FIPS,Census Tract Code,Census Tract Code Complete,SAEP Version,Estimated Group Quarters Population 2010,Estimated Group Quarters Population 2011,Estimated Group Quarters Population 2012,Estimated Group Quarters Population 2013,Estimated Group Quarters Population 2014,Estimated Group Quarters Population 2015,Estimated Group Quarters Population 2016,Estimated Group Quarters Population 2017,Estimated Group Quarters Population 2018,Estimated Group Quarters Population 2019,2020 Census (P.L. 94-171) Group Quarters Population,OFM Adjusted Group Quarter Population 2020,Estimated Group Quarter Population 2021,Estimated Group Quarter Population 2022,Estimated Group Quarter Population 2023,Estimated Group Quarter Population 2024,Estimated Group Quarter Population 2025,Numeric Change in Group Quarters Population 2020 to 2025,Percent Change in GQ Population 2020 to 2025
Spokane,53,063,013205,53063013205,"October 3, 2025",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
Spokane,53,063,013300,53063013300,"October 3, 2025",9,8,7,7,6,5,4,3,2,1,0,0,0,0,0,0,0,0,0.00%
Spokane,53,063,013401,53063013401,"October 3, 2025",15,15,16,16,17,16,17,17,17,17,17,17,17,17,17,17,17,0,0.00%
Spokane,53,063,013501,53063013501,"October 3, 2025",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
Spokane,53,063,013502,53063013502,"October 3, 2025",2,4,7,9,12,14,16,18,21,23,25,25,25,25,25,25,25,0,0.00%
Spokane,53,063,013503,53063013503,"October 3, 2025",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
Spokane,53,063,013600,53063013600,"October 3, 2025",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
Spokane,53,063,013700,53063013700,"October 3, 2025",188,155,189,373,350,261,254,273,229,193,123,123,16,29,24,34,43,-80,-65.20%
Spokane,53,063,013800,53063013800,"October 3, 2025",513,508,506,576,590,516,522,505,601,580,556,556,519,544,548,581,605,49,8.81%
Spokane,53,063,013900,53063013900,"October 3, 2025",715,554,541,534,537,478,480,483,450,443,424,424,424,391,433,429,425,1,0.24%
Spokane,53,063,014001,53063014001,"October 3, 2025","1,548","1,574","1,652","1,823","2,010","2,050","2,276","2,080","1,936","1,992","1,916","1,916",797,"1,221","1,456","1,335","1,346",-570,-29.75%
Spokane,53,063,014002,53063014002,"October 3, 2025",52,51,43,56,58,59,67,63,67,67,69,69,60,60,67,65,63,-6,-8.79%
Spokane,53,063,014100,53063014100,"October 3, 2025",10,10,9,9,9,8,8,7,7,7,6,6,6,6,6,6,6,0,0.00%
Spokane,53,063,014200,53063014200,"October 3, 2025",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
Spokane,53,063,014300,53063014300,"October 3, 2025",35,31,51,83,102,116,135,154,174,193,207,207,203,203,201,199,200,-7,-3.38%
Spokane,53,063,014400,53063014400,"October 3, 2025",0,1,3,4,6,7,9,10,11,13,14,14,14,14,14,14,14,0,-0.46%
Spokane,53,063,014500,53063014500,"October 3, 2025",254,293,307,320,352,356,470,491,517,538,557,557,563,497,690,535,433,-124,-22.26%
Stevens,53,065,941000,53065941000,"October 3, 2025",0,1,2,3,4,5,7,8,9,10,10,10,10,10,10,10,10,0,0.00%
Stevens,53,065,950101,53065950101,"October 3, 2025",6,6,7,7,8,8,8,9,9,10,9,9,9,9,9,9,9,0,0.00%
Stevens,53,065,950102,53065950102,"October 3, 2025",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
Stevens,53,065,950200,53065950200,"October 3, 2025",6,5,5,4,4,3,3,2,1,1,0,0,0,0,0,0,0,0,0.00%
Stevens,53,065,950300,53065950300,"October 3, 2025",85,84,82,78,74,76,78,80,79,77,76,76,72,72,72,95,76,0,0.00%
Stevens,53,065,950500,53065950500,"October 3, 2025",89,98,99,106,102,102,124,123,126,132,118,118,119,111,114,115,115,-3,-2.54%
Stevens,53,065,950600,53065950600,"October 3, 2025",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
Stevens,53,065,950700,53065950700,"October 3, 2025",56,60,59,61,63,64,67,68,70,72,28,28,28,28,28,28,28,0,0.00%
Stevens,53,065,950800,53065950800,"October 3, 2025",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
Stevens,53,065,950900,53065950900,"October 3, 2025",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
Stevens,53,065,951100,53065951100,"October 3, 2025",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
Stevens,53,065,951301,53065951301,"October 3, 2025",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
Stevens,53,065,951302,53065951302,"October 3, 2025",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
Stevens,53,065,951401,53065951401,"October 3, 2025",1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
Stevens,53,065,951402,53065951402,"October 3, 2025",23,23,23,22,22,22,22,21,21,21,18,18,18,18,18,18,18,0,0.00%
Thurston,53,067,010100,53067010100,"October 3, 2025",95,94,93,91,89,87,82,80,77,75,116,116,116,116,115,114,127,11,9.48%
Thurston,53,067,010200,53067010200,"October 3, 2025",25,27,41,42,44,45,43,45,48,50,45,45,42,45,46,42,44,-1,-2.22%
Thurston,53,067,010300,53067010300,"October 3, 2025",153,171,190,206,225,241,255,270,296,316,288,288,279,358,374,404,447,159,55.21%
Thurston,53,067,010400,53067010400,"October 3, 2025",35,38,30,33,33,35,33,35,37,33,29,29,22,22,26,23,26,-3,-10.34%
Thurston,53,067,010510,53067010510,"October 3, 2025",194,188,215,210,191,238,215,209,215,232,207,207,202,202,216,188,309,102,49.28%
Thurston,53,067,010520,53067010520,"October 3, 2025",465,480,521,593,582,619,225,251,280,305,517,294,278,274,287,283,291,-3,-1.02%
Thurston,53,067,010600,53067010600,"October 3, 2025",11,13,15,16,18,20,22,24,26,28,26,26,26,26,26,25,26,0,0.00%
Thurston,53,067,010700,53067010700,"October 3, 2025",13,15,18,20,22,25,26,29,31,34,32,32,32,32,32,31,42,10,31.25%
Thurston,53,067,010801,53067010801,"October 3, 2025",0,1,3,4,6,7,8,10,12,13,13,13,12,13,13,13,13,0,0.00%
Thurston,53,067,010802,53067010802,"October 3, 2025",6,8,10,12,14,16,18,20,23,25,24,24,22,24,24,24,24,0,0.00%
Thurston,53,067,010910,53067010910,"October 3, 2025",62,45,25,27,27,28,459,445,433,338,30,253,104,113,118,163,181,-72,-28.46%
Thurston,53,067,010920,53067010920,"October 3, 2025",136,136,141,163,163,154,169,189,198,190,174,174,100,131,146,157,164,-10,-5.75%
Thurston,53,067,011000,53067011000,"October 3, 2025",0,4,7,11,15,19,23,27,31,35,35,35,33,35,35,35,35,0,0.00%
Thurston,53,067,011100,53067011100,"October 3, 2025",18,17,15,13,12,10,8,6,4,2,0,0,0,0,0,0,0,0,0.00%
Thurston,53,067,011200,53067011200,"October 3, 2025",498,476,549,562,533,502,465,525,567,577,599,599,451,556,573,459,438,-161,-26.88%
Thurston,53,067,011300,53067011300,"October 3, 2025",145,156,173,187,201,208,198,212,226,240,224,224,224,224,224,217,217,-7,-3.13%
Thurston,53,067,011410,53067011410,"October 3, 2025",150,153,159,164,172,164,153,155,158,161,144,144,144,144,144,148,148,4,2.78%
Thurston,53,067,011421,53067011421,"October 3, 2025",8,8,9,9,9,10,10,10,11,11,10,10,10,10,10,10,10,0,0.00%
Thurston,53,067,011422,53067011422,"October 3, 2025",12,12,12,12,12,12,11,11,11,10,9,9,9,9,9,9,9,0,0.00%
Thurston,53,067,011500,53067011500,"October 3, 2025",29,31,33,34,36,38,39,40,42,44,40,40,40,40,40,40,40,0,0.00%
Thurston,53,067,011622,53067011622,"October 3, 2025",6,7,8,9,10,12,12,14,15,16,15,15,15,15,15,15,15,0,0.00%
Thurston,53,067,011623,53067011623,"October 3, 2025",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
Thurston,53,067,011624,53067011624,"October 3, 2025",7,7,7,7,7,7,7,7,7,7,6,6,6,6,6,6,6,0,0.00%
Thurston,53,067,011625,53067011625,"October 3, 2025",36,33,30,27,23,20,16,12,8,4,0,0,0,0,0,0,0,0,0.00%
Thurston,53,067,011626,53067011626,"October 3, 2025",72,92,113,134,155,178,195,217,240,263,252,252,252,252,252,252,252,0,0.00%
Thurston,53,067,011627,53067011627,"October 3, 2025",23,23,23,22,22,22,21,21,20,20,17,17,17,17,17,17,17,0,0.00%
Thurston,53,067,011628,53067011628,"October 3, 2025",78,80,83,85,87,89,88,90,92,94,84,84,84,84,84,84,84,0,0.00%
Thurston,53,067,011720,53067011720,"October 3, 2025",16,16,16,16,16,16,16,16,16,16,14,14,14,14,14,14,14,0,0.00%
Thurston,53,067,011721,53067011721,"October 3, 2025",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
Thurston,53,067,011722,53067011722,"October 3, 2025",13,13,13,13,12,12,11,11,11,11,9,9,9,9,9,9,9,0,0.00%
Thurston,53,067,011810,53067011810,"October 3, 2025",11,10,10,9,8,7,6,5,4,3,2,2,2,2,2,2,2,0,0.00%
Thurston,53,067,011821,53067011821,"October 3, 2025",6,11,16,22,27,33,38,43,49,55,54,54,54,54,54,54,54,0,0.00%
Thurston,53,067,011822,53067011822,"October 3, 2025",3,3,2,2,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0.00%
Thurston,53,067,011901,53067011901,"October 3, 2025",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
Thurston,53,067,011902,53067011902,"October 3, 2025",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
Thurston,53,067,012001,53067012001,"October 3, 2025",722,731,656,657,463,444,421,393,255,54,568,568,159,320,322,411,466,-102,-17.96%
Thurston,53,067,012002,53067012002,"October 3, 2025",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
Thurston,53,067,012100,53067012100,"October 3, 2025",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
Thurston,53,067,012211,53067012211,"October 3, 2025",6,6,7,7,8,8,8,9,9,10,9,9,9,9,9,9,9,0,0.00%
Thurston,53,067,012221,53067012221,"October 3, 2025",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
Thurston,53,067,012223,53067012223,"October 3, 2025",277,312,349,352,363,391,375,393,424,424,387,387,328,328,326,315,332,-55,-14.21%
Thurston,53,067,012224,53067012224,"October 3, 2025",36,37,37,39,36,37,37,37,37,38,34,34,34,34,34,34,34,0,0.00%
Thurston,53,067,012225,53067012225,"October 3, 2025",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
Thurston,53,067,012226,53067012226,"October 3, 2025",4,4,3,3,3,2,2,1,1,0,0,0,0,0,0,0,0,0,0.00%
Thurston,53,067,012320,53067012320,"October 3, 2025",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
Thurston,53,067,012330,53067012330,"October 3, 2025",1,1,1,0,0,0,0,0,0,42,37,37,37,37,37,37,37,0,0.00%
Thurston,53,067,012331,53067012331,"October 3, 2025",21,21,20,20,19,19,18,17,16,15,13,13,13,13,13,13,13,0,0.00%
Thurston,53,067,012332,53067012332,"October 3, 2025",56,56,57,57,57,57,55,55,55,55,48,48,48,48,48,48,48,0,0.00%
Thurston,53,067,012412,53067012412,"October 3, 2025",13,13,13,12,12,12,11,10,10,10,8,8,8,8,8,8,8,0,0.00%
Thurston,53,067,012420,53067012420,"October 3, 2025",3,3,4,4,5,5,6,6,7,7,7,7,7,7,7,7,7,0,0.00%
Thurston,53,067,012421,53067012421,"October 3, 2025",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
Thurston,53,067,012422,53067012422,"October 3, 2025",68,71,74,77,79,82,83,85,88,91,82,82,82,82,82,82,82,0,0.00%
Thurston,53,067,012510,53067012510,"October 3, 2025",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
Thurston,53,067,012530,53067012530,"October 3, 2025",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
Thurston,53,067,012531,53067012531,"October 3, 2025",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
Thurston,53,067,012532,53067012532,"October 3, 2025",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
Thurston,53,067,012610,53067012610,"October 3, 2025",3,3,3,2,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0.00%
Thurston,53,067,012620,53067012620,"October 3, 2025",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
Thurston,53,067,012710,53067012710,"October 3, 2025",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
Thurston,53,067,012720,53067012720,"October 3, 2025",203,61,13,20,28,35,42,56,68,73,64,64,64,67,68,139,148,84,131.25%
Thurston,53,067,012730,53067012730,"October 3, 2025",483,497,504,508,512,520,511,509,518,514,461,461,321,309,360,405,390,-71,-15.40%
Thurston,53,067,990100,53067990100,"October 3, 2025",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
Wahkiakum,53,069,950100,53069950100,"October 3, 2025",48,49,43,17,17,18,17,17,17,18,18,18,18,18,18,18,18,0,0.00%
Walla Walla,53,071,920000,53071920000,"October 3, 2025",36,44,53,61,70,79,87,96,104,112,121,121,121,121,121,121,121,0,0.00%
Walla Walla,53,071,920100,53071920100,"October 3, 2025",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
Walla Walla,53,071,920200,53071920200,"October 3, 2025",33,34,35,36,37,38,39,39,40,41,44,44,44,44,44,44,44,0,-0.57%
Walla Walla,53,071,920301,53071920301,"October 3, 2025",95,79,87,88,88,83,95,90,98,106,105,105,92,111,110,109,112,7,6.58%
Walla Walla,53,071,920302,53071920302,"October 3, 2025",674,680,743,862,908,918,943,"1,043",983,"1,043","1,128","1,128",935,952,923,948,989,-139,-12.29%
Walla Walla,53,071,920400,53071920400,"October 3, 2025","2,300","2,271","2,027","2,155","2,294","2,540","2,436","2,470","2,472","2,321","2,318","2,318","2,114","1,891","1,898","1,995","2,074",-244,-10.53%
Walla Walla,53,071,920500,53071920500,"October 3, 2025",2,5,8,12,15,18,21,25,28,31,35,35,35,35,35,35,35,0,0.00%
Walla Walla,53,071,920600,53071920600,"October 3, 2025",289,292,275,282,269,327,320,236,287,324,355,355,343,331,340,349,393,38,10.70%
Walla Walla,53,071,920701,53071920701,"October 3, 2025",22,23,25,26,28,30,31,33,34,35,34,34,34,34,34,34,34,0,0.00%
Walla Walla,53,071,920702,53071920702,"October 3, 2025",4,5,6,6,7,8,9,9,10,11,12,12,12,12,12,12,12,0,0.00%
Walla Walla,53,071,920801,53071920801,"October 3, 2025",13,15,16,18,19,21,23,24,26,28,30,30,30,30,30,30,30,0,0.00%
Walla Walla,53,071,920802,53071920802,"October 3, 2025","1,021","1,030","1,050","1,021","1,012","1,110",971,"1,022","1,033","1,060","1,161","1,161",884,"1,236","1,112","1,111","1,108",-53,-4.57%
Walla Walla,53,071,920901,53071920901,"October 3, 2025",0,1,3,4,5,6,8,9,10,11,13,13,13,13,13,13,13,0,0.00%
Walla Walla,53,071,920902,53071920902,"October 3, 2025",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
Whatcom,53,073,000101,53073000101,"October 3, 2025",6,6,6,6,6,6,5,5,5,5,5,5,5,5,5,5,5,0,0.00%
Whatcom,53,073,000102,53073000102,"October 3, 2025",12,17,21,25,30,34,39,44,48,52,57,57,56,57,56,56,56,-1,-0.92%
Whatcom,53,073,000201,53073000201,"October 3, 2025",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
Whatcom,53,073,000202,53073000202,"October 3, 2025",89,96,100,96,87,92,96,86,82,90,81,81,80,85,78,87,75,-6,-7.04%
Whatcom,53,073,000203,53073000203,"October 3, 2025",10,8,11,12,9,6,2,40,69,73,110,110,148,231,280,275,255,145,131.48%
Whatcom,53,073,000301,53073000301,"October 3, 2025",96,95,98,90,91,99,83,95,81,85,76,76,86,69,72,85,83,7,9.51%
Whatcom,53,073,000302,53073000302,"October 3, 2025",134,125,126,109,119,104,111,90,97,92,76,76,83,79,17,17,17,-59,-77.84%
Whatcom,53,073,000401,53073000401,"October 3, 2025",189,190,192,195,222,204,228,211,237,201,211,211,198,181,209,195,204,-7,-3.27%
Whatcom,53,073,000402,53073000402,"October 3, 2025",5,5,5,6,6,6,6,6,7,7,7,7,7,7,7,7,7,0,-0.93%
Whatcom,53,073,000501,53073000501,"October 3, 2025",61,58,57,61,61,57,54,47,52,53,44,44,46,42,39,50,93,49,111.66%
Whatcom,53,073,000502,53073000502,"October 3, 2025",246,228,222,265,257,174,173,245,246,234,256,256,100,80,73,75,246,-10,-4.02%
Whatcom,53,073,000600,53073000600,"October 3, 2025",550,521,487,460,432,399,370,340,309,279,255,255,409,456,473,454,266,11,4.13%
Whatcom,53,073,000700,53073000700,"October 3, 2025",26,25,23,22,21,19,18,17,16,14,22,22,22,22,22,22,22,0,-0.92%
Whatcom,53,073,000803,53073000803,"October 3, 2025",13,13,12,12,12,11,11,11,11,10,16,16,16,16,16,16,16,0,-0.92%
Whatcom,53,073,000804,53073000804,"October 3, 2025",62,60,58,57,55,53,51,49,48,46,44,44,44,44,44,44,44,0,0.00%
Whatcom,53,073,000805,53073000805,"October 3, 2025",7,9,11,13,15,17,19,21,23,25,27,27,27,27,27,27,27,0,0.00%
Whatcom,53,073,000807,53073000807,"October 3, 2025",6,5,5,4,4,3,2,2,1,1,0,0,0,0,0,0,0,0,0.00%
Whatcom,53,073,000808,53073000808,"October 3, 2025",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
Whatcom,53,073,000809,53073000809,"October 3, 2025",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
Whatcom,53,073,000902,53073000902,"October 3, 2025",69,75,73,70,70,72,66,65,65,67,64,64,50,53,57,62,60,-4,-6.90%
Whatcom,53,073,000903,53073000903,"October 3, 2025",14,19,22,27,33,32,33,33,21,31,36,36,56,87,119,111,100,64,177.96%
Whatcom,53,073,000904,53073000904,"October 3, 2025",5,5,4,3,3,2,2,1,1,0,0,0,0,0,0,0,0,0,0.00%
Whatcom,53,073,001000,53073001000,"October 3, 2025","3,604","3,730","3,795","3,902","3,907","3,842","3,820","3,896","3,728","3,866","3,780","3,780","1,137","3,570","3,868","3,877","4,197",417,11.03%
Whatcom,53,073,001101,53073001101,"October 3, 2025",0,2,4,5,7,9,11,13,14,16,22,22,41,44,45,43,39,17,75.64%
Whatcom,53,073,001102,53073001102,"October 3, 2025",1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
Whatcom,53,073,001202,53073001202,"October 3, 2025",71,79,71,67,81,83,88,92,93,93,89,89,98,94,100,101,102,13,14.69%
Whatcom,53,073,001203,53073001203,"October 3, 2025",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
Whatcom,53,073,001204,53073001204,"October 3, 2025",0,8,16,24,32,40,48,56,64,72,80,80,79,79,79,79,79,-1,-0.93%
Whatcom,53,073,010101,53073010101,"October 3, 2025",0,1,2,4,5,6,7,8,10,11,15,15,15,15,15,15,15,0,0.00%
Whatcom,53,073,010102,53073010102,"October 3, 2025",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
Whatcom,53,073,010103,53073010103,"October 3, 2025",10,9,8,8,7,6,5,4,4,3,20,20,20,20,20,20,20,0,0.00%
Whatcom,53,073,010201,53073010201,"October 3, 2025",5,5,4,3,3,3,2,2,1,1,0,0,0,0,0,0,0,0,0.00%
Whatcom,53,073,010202,53073010202,"October 3, 2025",1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
Whatcom,53,073,010301,53073010301,"October 3, 2025",38,34,31,27,24,20,16,13,9,6,2,2,2,2,2,2,2,0,0.00%
Whatcom,53,073,010302,53073010302,"October 3, 2025",33,33,32,32,31,31,31,30,30,30,29,29,29,29,29,29,29,0,0.00%
Whatcom,53,073,010303,53073010303,"October 3, 2025",123,112,123,112,120,119,119,118,121,119,118,118,64,59,65,66,80,-38,-32.20%
Whatcom,53,073,010405,53073010405,"October 3, 2025",3,3,3,3,3,3,2,13,2,2,2,2,2,2,2,2,2,0,0.00%
Whatcom,53,073,010406,53073010406,"October 3, 2025",9,8,7,6,5,5,4,3,2,1,0,0,0,0,0,0,0,0,0.00%
Whatcom,53,073,010407,53073010407,"October 3, 2025",8,8,7,7,6,6,6,5,5,4,4,4,4,4,4,4,4,0,0.00%
Whatcom,53,073,010408,53073010408,"October 3, 2025",6,8,10,12,14,16,19,21,23,25,27,27,27,27,27,27,27,0,0.00%
Whatcom,53,073,010409,53073010409,"October 3, 2025",46,48,47,45,38,44,45,47,49,51,53,53,53,53,53,45,39,-14,-26.42%
Whatcom,53,073,010410,53073010410,"October 3, 2025",0,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,7,0,0.00%
Whatcom,53,073,010411,53073010411,"October 3, 2025",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
Whatcom,53,073,010503,53073010503,"October 3, 2025",19,20,22,23,24,25,65,53,64,70,70,70,57,57,62,66,64,-6,-8.57%
Whatcom,53,073,010504,53073010504,"October 3, 2025",48,43,38,34,29,24,19,14,10,5,26,26,26,26,26,26,26,0,0.00%
Whatcom,53,073,010505,53073010505,"October 3, 2025",9,10,10,11,12,12,13,14,15,15,16,16,16,16,16,16,16,0,0.00%
Whatcom,53,073,010506,53073010506,"October 3, 2025",4,5,6,7,8,9,16,22,23,23,20,20,20,20,20,18,20,0,0.00%
Whatcom,53,073,010600,53073010600,"October 3, 2025",14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,0,0.00%
Whatcom,53,073,010701,53073010701,"October 3, 2025",3,12,20,29,37,46,55,63,72,81,89,89,89,89,89,89,89,0,0.00%
Whatcom,53,073,010702,53073010702,"October 3, 2025",7,8,8,8,9,10,10,11,11,12,12,12,12,12,12,12,12,0,0.00%
Whatcom,53,073,010900,53073010900,"October 3, 2025",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
Whatcom,53,073,011000,53073011000,"October 3, 2025",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
Whatcom,53,073,940001,53073940001,"October 3, 2025",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
Whatcom,53,073,940002,53073940002,"October 3, 2025",41,52,63,74,85,95,107,117,129,140,150,150,150,150,150,150,150,0,0.00%
Whitman,53,075,000100,53075000100,"October 3, 2025","3,483","3,495","3,986","3,729","3,791","4,049","3,791","3,666","3,661","3,855","3,772","3,772",886,"2,997","2,815","2,708","2,967",-805,-21.34%
Whitman,53,075,000201,53075000201,"October 3, 2025",18,25,9,16,29,17,22,10,17,15,21,21,14,17,17,17,17,-4,-19.37%
Whitman,53,075,000202,53075000202,"October 3, 2025",0,1,3,4,5,6,8,9,10,12,13,13,11,13,13,13,13,0,-0.40%
Whitman,53,075,000300,53075000300,"October 3, 2025",13,21,30,38,47,55,63,72,80,88,97,97,82,96,95,97,97,0,-0.40%
Whitman,53,075,000400,53075000400,"October 3, 2025",10,21,33,44,56,67,78,90,101,112,124,124,105,122,122,123,124,0,-0.40%
Whitman,53,075,000500,53075000500,"October 3, 2025","2,264","1,960","2,446","2,314","1,966","2,094","2,061","1,998","2,063","2,275","2,274","2,274",269,"2,059","1,797","1,939","2,157",-117,-5.13%
Whitman,53,075,000601,53075000601,"October 3, 2025",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
Whitman,53,075,000602,53075000602,"October 3, 2025",0,8,17,25,34,42,50,59,67,75,84,84,0,82,70,84,75,-9,-11.07%
Whitman,53,075,000700,53075000700,"October 3, 2025",14,14,14,13,13,13,13,13,12,12,12,12,12,12,12,12,12,0,0.00%
Whitman,53,075,000800,53075000800,"October 3, 2025",92,88,74,59,51,60,53,68,79,63,70,70,50,62,62,62,62,-8,-11.43%
Whitman,53,075,000900,53075000900,"October 3, 2025",54,53,56,52,53,49,53,51,47,45,51,51,45,47,44,51,51,0,0.00%
Whitman,53,075,001000,53075001000,"October 3, 2025",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
Yakima,53,077,000100,53077000100,"October 3, 2025",936,843,848,786,806,754,755,703,685,672,573,573,586,504,626,573,596,23,4.04%
Yakima,53,077,000200,53077000200,"October 3, 2025",204,212,236,206,214,230,214,175,158,148,171,171,128,94,133,146,146,-25,-14.74%
Yakima,53,077,000301,53077000301,"October 3, 2025",55,58,61,65,68,68,71,75,75,77,79,79,79,79,79,79,79,0,-0.14%
Yakima,53,077,000302,53077000302,"October 3, 2025",152,147,159,151,154,155,127,147,140,144,144,144,128,134,138,131,133,-11,-7.77%
Yakima,53,077,000401,53077000401,"October 3, 2025",7,17,28,38,49,58,68,80,88,98,107,107,107,107,107,107,107,0,-0.14%
Yakima,53,077,000402,53077000402,"October 3, 2025",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
Yakima,53,077,000500,53077000500,"October 3, 2025",322,314,303,295,268,246,244,242,205,188,171,171,153,149,155,155,151,-20,-11.82%
Yakima,53,077,000600,53077000600,"October 3, 2025",3,3,4,4,5,5,6,6,6,7,7,7,7,7,7,7,7,0,-0.14%
Yakima,53,077,000700,53077000700,"October 3, 2025",141,141,140,141,139,135,133,138,129,124,120,120,114,95,105,107,102,-18,-15.12%
Yakima,53,077,000800,53077000800,"October 3, 2025",78,83,78,87,84,81,80,90,82,90,83,83,81,79,79,84,74,-9,-10.97%
Yakima,53,077,000902,53077000902,"October 3, 2025",5,5,4,4,3,3,2,2,1,1,0,0,0,0,0,0,0,0,0.00%
Yakima,53,077,000903,53077000903,"October 3, 2025",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
Yakima,53,077,000904,53077000904,"October 3, 2025",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
