Estimates of Group Quarter Population for Census Tracts,,,,,,,,,,,,,,,,,,,,,,,,
"Washington State Office of Financial Management, Small Area Estimate Program (SAEP)",,,,,,,,,,,,,,,,,,,,,,,,
.,,,,,,,,,,,,,,,,,,,,,,,,
By using these data the user agrees that the Washington State Office of Financial Management shall not be liable for any activity involving these data with regard to lost profits,,,,,,,,,,,,,,,,,,,,,,,,
"or savings or any other consequential damages; or the fitness for use of the data for a particular purpose; or the installation of the data, its use, or the results obtained.",,,,,,,,,,,,,,,,,,,,,,,,
.,,,,,,,,,,,,,,,,,,,,,,,,
"Estimates are approximations, use these data with caution. The estimates in these tables are typically presented for very small areas. To increase statistical stability,",,,,,,,,,,,,,,,,,,,,,,,,
"we recommend that users aggregate small area populations into larger geographic units of about 4,300 people, the size of the average census tract. Some changes",,,,,,,,,,,,,,,,,,,,,,,,
to the 2020 census data were made to ensure reliability. This table includes the 2020 census data from the Public Law 94-171 and OFM’s adjusted 2020 figures,,,,,,,,,,,,,,,,,,,,,,,,
so users can compare the values. All estimates are based on OFM adjusted figures. See the SAEP User Guide for more information.,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
County Name,State Code FIPS,County Code FIPS,Census Tract Code,Census Tract Code Complete,SAEP Version,Estimated Group Quarters Population 2010,Estimated Group Quarters Population 2011,Estimated Group Quarters Population 2012,Estimated Group Quarters Population 2013,Estimated Group Quarters Population 2014,Estimated Group Quarters Population 2015,Estimated Group Quarters Population 2016,Estimated Group Quarters Population 2017,Estimated Group Quarters Population 2018,Estimated Group Quarters Population 2019,2020 Census (P.L. 94-171) Group Quarters Population,OFM Adjusted Group Quarter Population 2020,Estimated Group Quarter Population 2021,Estimated Group Quarter Population 2022,Estimated Group Quarter Population 2023,Estimated Group Quarter Population 2024,Estimated Group Quarter Population 2025,Numeric Change in Group Quarters Population 2020 to 2025,Percent Change in GQ Population 2020 to 2025
Kittitas,53,037,975101,53037975101,"October 3, 2025",1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
Kittitas,53,037,975102,53037975102,"October 3, 2025",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
Kittitas,53,037,975103,53037975103,"October 3, 2025",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
Kittitas,53,037,975104,53037975104,"October 3, 2025",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
Kittitas,53,037,975201,53037975201,"October 3, 2025",1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0.00%
Kittitas,53,037,975202,53037975202,"October 3, 2025",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
Kittitas,53,037,975203,53037975203,"October 3, 2025",0,0,0,1,1,1,1,1,2,2,2,2,2,2,2,2,2,0,0.00%
Kittitas,53,037,975300,53037975300,"October 3, 2025",12,14,6,8,5,9,7,9,7,8,6,6,4,1,6,3,5,-1,-16.67%
Kittitas,53,037,975402,53037975402,"October 3, 2025",58,66,43,36,42,35,69,67,69,76,67,67,66,57,55,55,67,0,0.00%
Kittitas,53,037,975403,53037975403,"October 3, 2025","1,225","1,224","1,085","1,395","1,410","1,273","1,318","1,336","1,406","1,445",133,"1,344",341,988,"1,068","1,052","1,130",-214,-15.92%
Kittitas,53,037,975404,53037975404,"October 3, 2025",651,685,741,463,593,529,736,919,944,963,634,988,317,634,537,464,833,-155,-15.69%
Kittitas,53,037,975500,53037975500,"October 3, 2025",2,10,17,24,32,39,47,55,62,70,68,454,155,386,420,394,98,-356,-78.41%
Kittitas,53,037,975600,53037975600,"October 3, 2025",461,455,359,335,398,364,425,394,424,380,191,371,178,262,269,303,313,-58,-15.63%
Kittitas,53,037,975700,53037975700,"October 3, 2025",6,11,16,20,25,30,35,40,45,50,68,68,68,68,68,68,68,0,0.00%
Klickitat,53,039,950101,53039950101,"October 3, 2025",19,20,21,22,23,24,25,27,28,29,29,29,29,29,29,29,29,0,0.00%
Klickitat,53,039,950102,53039950102,"October 3, 2025",3,4,4,5,6,7,9,10,11,12,13,13,13,13,13,13,13,0,0.00%
Klickitat,53,039,950103,53039950103,"October 3, 2025",67,62,46,41,40,41,41,40,39,38,36,36,44,44,45,45,45,9,25.00%
Klickitat,53,039,950200,53039950200,"October 3, 2025",15,16,16,17,17,18,18,19,19,20,20,20,20,20,20,20,20,0,0.00%
Klickitat,53,039,950301,53039950301,"October 3, 2025",6,7,8,9,10,11,12,12,13,14,15,15,15,15,15,15,15,0,0.00%
Klickitat,53,039,950302,53039950302,"October 3, 2025",88,132,174,216,259,304,348,391,435,477,523,523,523,523,523,523,523,0,0.00%
Lewis,53,041,970100,53041970100,"October 3, 2025",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
Lewis,53,041,970200,53041970200,"October 3, 2025",110,119,123,97,108,110,119,133,136,128,150,150,145,138,138,151,151,1,0.67%
Lewis,53,041,970300,53041970300,"October 3, 2025",46,47,48,54,48,39,33,36,52,54,60,60,49,67,67,55,55,-5,-8.33%
Lewis,53,041,970400,53041970400,"October 3, 2025",40,42,44,46,48,51,53,55,57,60,58,58,58,58,58,58,58,0,0.00%
Lewis,53,041,970500,53041970500,"October 3, 2025",11,14,16,19,21,24,27,30,32,36,36,36,36,36,36,36,36,0,0.00%
Lewis,53,041,970600,53041970600,"October 3, 2025",83,87,89,89,80,97,93,91,92,92,78,78,55,11,11,11,152,74,94.87%
Lewis,53,041,970700,53041970700,"October 3, 2025",28,28,28,27,27,27,27,27,27,27,25,25,25,25,25,25,25,0,0.00%
Lewis,53,041,970800,53041970800,"October 3, 2025",175,202,158,176,148,132,115,120,102,100,76,76,20,20,20,20,20,-56,-73.68%
Lewis,53,041,970900,53041970900,"October 3, 2025",317,313,318,306,303,261,266,240,245,210,190,190,163,161,194,247,250,60,31.50%
Lewis,53,041,971000,53041971000,"October 3, 2025",10,12,14,16,18,20,22,24,26,40,39,39,34,55,60,50,50,11,28.61%
Lewis,53,041,971100,53041971100,"October 3, 2025",24,23,22,21,20,20,19,18,17,16,14,14,14,14,14,14,14,0,0.00%
Lewis,53,041,971200,53041971200,"October 3, 2025",3,3,4,4,5,5,6,6,6,7,7,7,7,7,7,7,7,0,0.00%
Lewis,53,041,971300,53041971300,"October 3, 2025",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
Lewis,53,041,971400,53041971400,"October 3, 2025",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
Lewis,53,041,971501,53041971501,"October 3, 2025",12,11,10,8,7,6,5,4,3,1,0,0,0,0,0,0,0,0,0.00%
Lewis,53,041,971502,53041971502,"October 3, 2025",16,15,15,14,13,13,12,12,11,10,9,9,9,9,9,9,9,0,0.00%
Lewis,53,041,971600,53041971600,"October 3, 2025",4,4,3,3,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0.00%
Lewis,53,041,971700,53041971700,"October 3, 2025",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
Lewis,53,041,971800,53041971800,"October 3, 2025",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
Lewis,53,041,971900,53041971900,"October 3, 2025",62,62,55,53,52,51,46,45,43,38,34,34,34,34,33,36,36,2,5.88%
Lewis,53,041,972000,53041972000,"October 3, 2025",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
Lincoln,53,043,960100,53043960100,"October 3, 2025",49,52,54,22,23,24,25,27,27,29,30,30,30,30,30,30,30,0,0.00%
Lincoln,53,043,960200,53043960200,"October 3, 2025",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
Lincoln,53,043,960300,53043960300,"October 3, 2025",13,12,13,12,11,10,8,8,15,14,13,13,13,13,13,13,13,0,0.00%
Lincoln,53,043,960400,53043960400,"October 3, 2025",32,32,39,29,34,35,32,31,33,33,24,24,19,19,22,25,23,-1,-4.17%
Mason,53,045,940000,53045940000,"October 3, 2025",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
Mason,53,045,960100,53045960100,"October 3, 2025",11,10,9,8,7,6,4,3,2,1,0,0,0,0,0,0,0,0,0.00%
Mason,53,045,960201,53045960201,"October 3, 2025",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
Mason,53,045,960202,53045960202,"October 3, 2025",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
Mason,53,045,960301,53045960301,"October 3, 2025",1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
Mason,53,045,960302,53045960302,"October 3, 2025",0,0,1,1,1,2,2,2,2,3,3,3,3,3,3,3,3,0,-1.13%
Mason,53,045,960401,53045960401,"October 3, 2025",193,306,283,289,292,284,277,264,256,184,253,253,174,171,170,174,176,-77,-30.45%
Mason,53,045,960402,53045960402,"October 3, 2025",0,2,4,6,8,10,12,14,16,18,19,19,19,18,18,19,19,0,-1.15%
Mason,53,045,960403,53045960403,"October 3, 2025",6,6,7,7,7,8,8,8,9,9,9,9,9,9,9,9,9,0,-1.14%
Mason,53,045,960500,53045960500,"October 3, 2025",0,1,2,3,4,5,6,6,7,8,9,9,9,9,9,9,9,0,-1.14%
Mason,53,045,960600,53045960600,"October 3, 2025","1,681","1,686","1,777","1,748","1,746","1,530","1,726","1,763","2,006","1,906","1,717","1,717","1,360","1,397","1,511","1,367","1,543",-174,-10.14%
Mason,53,045,960700,53045960700,"October 3, 2025",3,3,3,4,4,4,4,4,5,5,18,18,18,18,18,17,17,-1,-5.72%
Mason,53,045,960800,53045960800,"October 3, 2025",415,419,420,430,468,463,438,432,424,419,401,401,400,399,399,325,325,-76,-18.85%
Mason,53,045,960900,53045960900,"October 3, 2025",0,1,2,3,4,11,11,11,11,11,11,11,11,11,11,10,10,-1,-5.73%
Mason,53,045,961000,53045961000,"October 3, 2025",10,9,8,7,6,5,4,3,2,1,0,0,0,0,0,0,0,0,0.00%
Mason,53,045,961101,53045961101,"October 3, 2025",7,7,7,6,6,6,6,6,6,5,5,5,5,5,5,5,5,0,-1.14%
Mason,53,045,961102,53045961102,"October 3, 2025",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
Mason,53,045,961200,53045961200,"October 3, 2025",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
Mason,53,045,961300,53045961300,"October 3, 2025",5,6,6,7,7,8,8,9,9,10,10,10,10,10,10,10,10,0,-1.15%
Okanogan,53,047,940100,53047940100,"October 3, 2025",27,32,37,42,47,52,56,59,63,67,66,66,66,66,66,66,66,0,0.00%
Okanogan,53,047,940200,53047940200,"October 3, 2025",2,50,100,152,207,263,315,355,403,457,468,468,468,468,468,468,468,0,0.00%
Okanogan,53,047,970301,53047970301,"October 3, 2025",50,51,53,54,56,57,57,56,55,56,52,52,52,52,52,52,52,0,0.00%
Okanogan,53,047,970302,53047970302,"October 3, 2025",28,26,24,21,18,16,13,9,6,3,103,103,103,103,103,103,103,0,0.00%
Okanogan,53,047,970303,53047970303,"October 3, 2025",23,23,24,24,24,25,24,23,23,23,21,21,21,21,21,21,21,0,0.00%
Okanogan,53,047,970400,53047970400,"October 3, 2025",116,115,126,133,130,131,138,135,135,144,136,136,128,131,129,131,133,-3,-2.21%
Okanogan,53,047,970500,53047970500,"October 3, 2025",11,13,15,17,19,21,23,24,26,28,27,27,27,27,27,27,27,0,0.00%
Okanogan,53,047,970601,53047970601,"October 3, 2025",57,60,59,62,71,74,73,55,57,59,56,56,56,56,56,56,56,0,0.00%
Okanogan,53,047,970602,53047970602,"October 3, 2025",7,10,14,18,21,25,29,31,34,38,38,38,38,38,38,38,38,0,0.00%
Okanogan,53,047,970700,53047970700,"October 3, 2025",227,269,218,196,213,197,209,178,177,167,154,154,154,175,155,165,175,21,13.64%
Okanogan,53,047,970800,53047970800,"October 3, 2025",75,86,97,108,120,131,139,146,154,164,160,160,160,160,160,160,160,0,0.00%
Okanogan,53,047,970900,53047970900,"October 3, 2025",4,5,6,8,9,10,11,12,26,27,26,26,26,26,26,26,26,0,0.00%
Okanogan,53,047,971000,53047971000,"October 3, 2025",13,14,14,15,16,16,17,16,17,17,16,16,16,16,16,16,16,0,0.00%
Pacific,53,049,950200,53049950200,"October 3, 2025",56,53,56,55,49,46,46,41,52,55,52,52,49,48,48,47,58,6,11.54%
Pacific,53,049,950301,53049950301,"October 3, 2025",6,7,7,8,9,9,10,11,12,12,13,13,13,13,13,13,13,0,0.00%
Pacific,53,049,950302,53049950302,"October 3, 2025",58,66,68,73,75,72,76,78,80,81,82,82,87,57,65,65,65,-17,-20.73%
Pacific,53,049,950400,53049950400,"October 3, 2025",98,104,99,103,84,81,99,101,99,80,95,95,77,49,19,19,19,-76,-80.00%
Pacific,53,049,950501,53049950501,"October 3, 2025",7,9,12,14,17,19,21,24,26,29,31,31,31,31,31,31,31,0,0.00%
Pacific,53,049,950502,53049950502,"October 3, 2025",14,13,13,12,11,10,10,9,8,8,7,7,7,7,7,7,7,0,0.00%
Pacific,53,049,950600,53049950600,"October 3, 2025",47,48,50,51,52,53,55,56,58,59,60,60,60,60,60,60,60,0,0.00%
Pacific,53,049,950701,53049950701,"October 3, 2025",6,5,5,4,4,3,2,2,1,1,0,0,0,0,0,0,0,0,0.00%
Pacific,53,049,950702,53049950702,"October 3, 2025",0,1,1,2,2,3,4,4,5,5,6,6,6,6,6,6,6,0,0.00%
Pacific,53,049,950801,53049950801,"October 3, 2025",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
Pacific,53,049,950802,53049950802,"October 3, 2025",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
Pacific,53,049,990100,53049990100,"October 3, 2025",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
Pend Oreille,53,051,970100,53051970100,"October 3, 2025",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
Pend Oreille,53,051,970200,53051970200,"October 3, 2025",2,3,3,4,5,6,6,7,8,8,9,9,9,9,9,9,9,0,0.00%
Pend Oreille,53,051,970300,53051970300,"October 3, 2025",96,99,96,92,101,94,95,105,95,92,100,100,100,100,104,103,105,5,5.00%
Pend Oreille,53,051,970400,53051970400,"October 3, 2025",0,4,7,11,15,19,22,26,30,34,37,37,37,37,37,37,37,0,0.00%
Pend Oreille,53,051,970500,53051970500,"October 3, 2025",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
Pierce,53,053,060200,53053060200,"October 3, 2025","1,268","1,174","1,074",970,857,785,655,525,361,231,"1,006","1,006","1,002","1,001","1,001","1,001","1,013",7,0.73%
Pierce,53,053,060300,53053060300,"October 3, 2025",136,148,161,175,190,207,222,240,257,368,289,289,267,248,248,248,234,-55,-19.09%
Pierce,53,053,060400,53053060400,"October 3, 2025",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
Pierce,53,053,060500,53053060500,"October 3, 2025",2,2,2,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0.00%
Pierce,53,053,060600,53053060600,"October 3, 2025",14,15,15,16,17,18,18,19,20,21,20,20,20,20,20,20,20,0,-0.07%
Pierce,53,053,060700,53053060700,"October 3, 2025",993,"1,084","1,200","1,264","1,383","1,581","1,828","2,007","2,045","2,185","1,750","1,750","1,122","1,383","1,313","1,347","1,330",-420,-23.99%
Pierce,53,053,060800,53053060800,"October 3, 2025",13,14,14,15,16,16,17,18,19,19,15,15,15,15,15,15,15,0,-0.07%
Pierce,53,053,060903,53053060903,"October 3, 2025",17,16,14,13,11,10,8,6,4,2,0,0,0,0,0,0,0,0,0.00%
Pierce,53,053,060904,53053060904,"October 3, 2025",5,7,10,12,15,18,20,24,27,30,25,25,25,25,25,25,25,0,-0.07%
Pierce,53,053,060906,53053060906,"October 3, 2025",118,112,96,89,81,72,60,55,38,38,78,78,90,98,108,108,73,-5,-6.47%
Pierce,53,053,060907,53053060907,"October 3, 2025",156,159,182,183,192,199,188,214,221,257,199,199,199,150,150,150,157,-42,-21.16%
Pierce,53,053,060908,53053060908,"October 3, 2025",26,26,25,25,25,25,24,24,23,22,16,16,16,16,16,16,16,0,-0.07%
Pierce,53,053,061001,53053061001,"October 3, 2025",95,102,109,117,126,136,144,154,164,174,137,137,137,137,137,137,137,0,-0.07%
Pierce,53,053,061002,53053061002,"October 3, 2025",37,54,72,91,112,135,157,183,206,232,193,193,193,193,193,193,193,0,-0.07%
Pierce,53,053,061100,53053061100,"October 3, 2025",102,103,111,116,121,115,136,122,129,130,133,133,105,117,117,117,141,8,5.94%
Pierce,53,053,061200,53053061200,"October 3, 2025",199,184,168,152,134,116,96,74,51,26,0,0,0,0,0,0,0,0,0.00%
Pierce,53,053,061300,53053061300,"October 3, 2025",83,85,87,90,92,95,97,100,103,105,80,80,80,80,80,80,80,0,-0.07%
Pierce,53,053,061400,53053061400,"October 3, 2025","1,740","1,733","1,871","1,861","1,774","1,920","2,029","2,069","2,190","2,128","1,699","1,699","1,203","1,398","1,418","1,418","1,413",-286,-16.83%
Pierce,53,053,061501,53053061501,"October 3, 2025",101,102,103,104,105,106,107,108,108,109,81,81,81,81,81,81,81,0,-0.07%
Pierce,53,053,061502,53053061502,"October 3, 2025",45,56,59,62,60,63,61,69,66,65,49,49,51,45,45,45,45,-4,-8.23%
Pierce,53,053,061601,53053061601,"October 3, 2025",198,185,171,157,141,125,107,88,67,46,47,47,47,47,47,47,47,0,-0.07%
Pierce,53,053,061602,53053061602,"October 3, 2025",186,280,345,434,501,503,574,654,734,819,672,672,672,672,672,672,672,0,-0.07%
Pierce,53,053,061700,53053061700,"October 3, 2025",43,41,40,38,36,34,31,29,26,23,15,15,15,15,15,15,15,0,-0.07%
Pierce,53,053,061800,53053061800,"October 3, 2025",71,64,61,57,66,71,72,79,18,17,12,12,12,12,12,12,12,0,-0.07%
Pierce,53,053,061900,53053061900,"October 3, 2025",100,94,92,93,94,98,96,109,112,112,84,84,63,64,64,67,49,-35,-41.71%
Pierce,53,053,062000,53053062000,"October 3, 2025",56,53,49,45,41,37,32,27,21,16,7,7,7,7,7,7,7,0,-0.07%
Pierce,53,053,062300,53053062300,"October 3, 2025",9,11,12,14,16,19,21,23,26,28,23,23,23,23,23,23,23,0,-0.07%
Pierce,53,053,062400,53053062400,"October 3, 2025",0,3,7,11,15,19,24,29,34,39,33,33,33,33,33,33,33,0,-0.07%
Pierce,53,053,062501,53053062501,"October 3, 2025",17,17,17,17,17,17,17,17,17,16,12,12,12,12,12,12,12,0,-0.08%
Pierce,53,053,062502,53053062502,"October 3, 2025",0,1,1,2,3,4,5,6,7,8,7,7,7,7,7,7,7,0,-0.07%
Pierce,53,053,062600,53053062600,"October 3, 2025",61,57,53,49,44,40,34,29,23,16,14,14,14,14,14,14,14,0,-0.07%
Pierce,53,053,062801,53053062801,"October 3, 2025",108,114,133,134,135,155,160,166,186,181,141,141,124,117,117,117,140,-1,-0.78%
Pierce,53,053,062802,53053062802,"October 3, 2025",8,7,7,6,5,5,4,3,2,1,0,0,0,75,75,75,75,75,0.00%
Pierce,53,053,062901,53053062901,"October 3, 2025",0,7,15,23,31,40,50,60,70,81,69,69,69,69,69,69,69,0,-0.07%
Pierce,53,053,062902,53053062902,"October 3, 2025",2,2,2,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0.00%
Pierce,53,053,063000,53053063000,"October 3, 2025",4,4,3,3,3,2,2,1,1,1,0,0,0,0,0,0,0,0,0.00%
Pierce,53,053,063100,53053063100,"October 3, 2025",123,136,129,131,149,154,146,153,162,123,92,92,66,90,90,90,146,54,58.59%
Pierce,53,053,063200,53053063200,"October 3, 2025",64,63,63,62,61,33,31,29,27,24,16,16,46,37,24,24,46,30,187.30%
Pierce,53,053,063301,53053063301,"October 3, 2025",123,137,161,181,193,206,227,247,271,286,230,230,241,227,227,224,226,-4,-1.81%
Pierce,53,053,063302,53053063302,"October 3, 2025",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
Pierce,53,053,063401,53053063401,"October 3, 2025",85,87,80,84,84,98,92,88,96,96,73,73,65,29,29,30,80,7,9.51%
Pierce,53,053,063402,53053063402,"October 3, 2025",0,2,3,5,7,9,11,13,15,18,15,15,15,15,15,15,15,0,-0.07%
Pierce,53,053,063501,53053063501,"October 3, 2025",8,10,11,13,15,18,20,22,24,27,22,22,22,22,22,22,22,0,-0.07%
Pierce,53,053,063502,53053063502,"October 3, 2025",19,19,19,19,19,19,19,19,19,19,14,14,14,14,14,14,14,0,-0.07%
Pierce,53,053,070100,53053070100,"October 3, 2025",44,42,41,39,37,35,33,31,28,25,0,0,0,0,0,0,0,0,0.00%
Pierce,53,053,070204,53053070204,"October 3, 2025",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
Pierce,53,053,070205,53053070205,"October 3, 2025",91,84,77,69,61,53,44,34,23,12,0,0,0,0,0,0,0,0,0.00%
Pierce,53,053,070206,53053070206,"October 3, 2025",5,6,7,8,9,10,11,12,14,15,12,12,12,12,12,12,12,0,0.00%
Pierce,53,053,070207,53053070207,"October 3, 2025",374,360,350,337,372,343,324,305,287,232,245,245,225,203,214,187,167,-78,-31.84%
Pierce,53,053,070208,53053070208,"October 3, 2025",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
Pierce,53,053,070209,53053070209,"October 3, 2025",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
Pierce,53,053,070307,53053070307,"October 3, 2025",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
Pierce,53,053,070308,53053070308,"October 3, 2025",0,2,4,6,8,11,13,16,18,21,755,18,18,18,18,18,18,0,0.00%
Pierce,53,053,070309,53053070309,"October 3, 2025",44,42,39,36,33,30,27,23,19,15,8,8,8,8,8,8,8,0,0.00%
Pierce,53,053,070310,53053070310,"October 3, 2025",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
Pierce,53,053,070311,53053070311,"October 3, 2025",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
Pierce,53,053,070312,53053070312,"October 3, 2025",4,4,3,3,3,2,2,1,1,1,0,0,0,0,0,0,0,0,0.00%
Pierce,53,053,070313,53053070313,"October 3, 2025",12,11,10,9,8,7,6,4,3,2,0,0,0,0,0,0,0,0,0.00%
Pierce,53,053,070314,53053070314,"October 3, 2025",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
Pierce,53,053,070315,53053070315,"October 3, 2025",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
Pierce,53,053,070316,53053070316,"October 3, 2025",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
Pierce,53,053,070401,53053070401,"October 3, 2025",30,29,29,28,27,26,25,24,23,22,15,15,15,15,15,15,15,0,0.00%
Pierce,53,053,070403,53053070403,"October 3, 2025",178,182,158,170,159,162,162,155,131,169,131,131,104,104,103,117,113,-18,-13.74%
Pierce,53,053,070404,53053070404,"October 3, 2025",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
Pierce,53,053,070703,53053070703,"October 3, 2025",5,7,9,12,14,17,20,23,26,29,24,24,24,24,24,24,24,0,0.00%
Pierce,53,053,071100,53053071100,"October 3, 2025",4,4,3,3,3,2,2,1,1,1,0,0,0,0,0,0,0,0,0.00%
Pierce,53,053,071205,53053071205,"October 3, 2025",7,9,11,14,16,19,22,25,28,32,26,26,26,26,26,26,26,0,0.00%
Pierce,53,053,071206,53053071206,"October 3, 2025",7,6,6,5,5,4,3,3,2,1,0,0,0,0,0,0,0,0,0.00%
Pierce,53,053,071207,53053071207,"October 3, 2025",7,13,19,25,32,39,140,154,139,145,118,118,49,77,74,68,75,-43,-36.44%
Pierce,53,053,071209,53053071209,"October 3, 2025",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
Pierce,53,053,071210,53053071210,"October 3, 2025",10,10,11,12,12,13,13,14,15,15,12,12,12,12,12,12,12,0,0.00%
Pierce,53,053,071211,53053071211,"October 3, 2025",0,19,38,59,81,105,130,156,184,212,180,180,180,180,180,180,180,0,0.00%
Pierce,53,053,071212,53053071212,"October 3, 2025",0,1,2,3,4,5,6,8,9,11,9,9,9,9,9,9,9,0,0.00%
Pierce,53,053,071304,53053071304,"October 3, 2025",9,9,9,9,8,8,8,8,7,7,5,5,5,5,5,5,5,0,0.00%
Pierce,53,053,071305,53053071305,"October 3, 2025",109,111,114,116,119,123,125,128,131,133,101,101,101,101,101,101,101,0,0.00%
Pierce,53,053,071306,53053071306,"October 3, 2025",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
Pierce,53,053,071307,53053071307,"October 3, 2025",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
Pierce,53,053,071309,53053071309,"October 3, 2025",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
Pierce,53,053,071310,53053071310,"October 3, 2025",16,17,18,18,19,20,21,22,23,25,19,19,19,19,19,19,19,0,0.00%
Pierce,53,053,071403,53053071403,"October 3, 2025",13,13,12,12,11,11,10,9,8,8,5,5,5,5,5,5,5,0,0.00%
Pierce,53,053,071408,53053071408,"October 3, 2025",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
Pierce,53,053,071409,53053071409,"October 3, 2025",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
Pierce,53,053,071411,53053071411,"October 3, 2025",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
Pierce,53,053,071412,53053071412,"October 3, 2025",13,14,14,15,15,16,17,18,19,19,15,15,15,15,15,15,15,0,0.00%
Pierce,53,053,071413,53053071413,"October 3, 2025",4,4,3,3,3,2,2,1,1,1,0,0,0,0,0,0,0,0,0.00%
Pierce,53,053,071414,53053071414,"October 3, 2025",6,7,8,9,11,12,14,15,17,18,15,15,15,15,15,15,15,0,0.00%
Pierce,53,053,071415,53053071415,"October 3, 2025",0,4,9,13,18,24,30,36,42,48,41,41,41,41,41,41,41,0,0.00%
Pierce,53,053,071416,53053071416,"October 3, 2025",11,11,12,12,12,13,13,14,14,14,11,11,11,11,11,11,11,0,0.00%
Pierce,53,053,071417,53053071417,"October 3, 2025",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
Pierce,53,053,071503,53053071503,"October 3, 2025",43,44,45,46,47,49,50,52,53,54,49,49,49,49,49,49,49,0,0.00%
Pierce,53,053,071504,53053071504,"October 3, 2025","1,496","1,518","1,514","1,429","1,321","1,260","1,320","1,345","1,444","1,439","1,030","1,030",610,875,883,880,805,-225,-21.84%
Pierce,53,053,071505,53053071505,"October 3, 2025",1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0.00%
Pierce,53,053,071506,53053071506,"October 3, 2025",5,5,6,6,6,7,7,8,8,9,7,7,7,7,7,7,7,0,0.00%
Pierce,53,053,071601,53053071601,"October 3, 2025",19,19,20,20,20,21,21,22,22,23,17,17,17,17,17,17,17,0,0.00%
Pierce,53,053,071603,53053071603,"October 3, 2025",4,4,3,3,3,2,2,1,1,1,0,0,0,0,0,0,0,0,0.00%
